Invoice Number,Date,Time,Internal Item ID Number,Unique ID,Item Name,Packaging Type,Price Per Toy,Units Sold,Total Line Revenue,COGS,Payment,Cashier ID,Profit,Member?,Coupon?,Purchaser Age,Parking Validation?,Segment
663351,03-11-11,2:49:55 PM,D255/FE,23004,Reisling,Loose Wrap,250.65,1,250.65,5.17,Visa,N.C.|880-3850,245.48,No,No,33,No,Rose / Sparkling Wine
663366,03-11-11,3:47:13 PM,D250/AT,23821,Reisling,Large Crate,1338.38,1,1338.38,5.17,Cash,Y.P.|880-6894,1333.21,No,No,39,Yes,Rose / Sparkling Wine
663384,04-11-11,9:04:12 AM,D255/FE,23865,Chardonnay,Mini Crate,1017.58,1,1017.58,5.17,Mastercard,A.U.|880-2167,1012.41,Yes,No,42,No,Rose / Sparkling Wine
663384,04-11-11,9:04:12 AM,L195/AE,23875,Pinot Gris,Extra Large Crate,945.36,1,945.36,3.09,Mastercard,A.U.|880-2167,942.27,Yes,No,42,No,Rose / Sparkling Wine
663425,05-11-11,7:01:48 PM,L195/AE,23884,Reisling,Large Crate,227.79,1,227.79,3.09,Cash,H.B.|880-3254,224.7,No,No,32,No,Rose / Sparkling Wine
663455,05-11-11,4:04:05 PM,D250/AT,23974,Chardonnay,Loose Wrap,344.57,1,344.57,5.17,Visa,D.S.|880-7532,339.4,No,No,40,No,Rose / Sparkling Wine
663495,05-11-11,3:06:36 PM,D218/FN,24111,Chardonnay,Standard Size Crate,268.38,1,268.38,5.17,Cash,U.W.|880-9683,263.21,No,No,30,No,Rose / Sparkling Wine
663506,06-11-11,12:39:36 PM,L252/LR,24191,Chardonnay,Large Crate,1089.76,2,2179.52,32.44,Gift Card,B.B.|880-9330,2147.08,No,No,33,No,Rose / Sparkling Wine
663521,06-11-11,3:57:00 PM,L330/GN,24259,Sauvignon Blanc,Large Crate,296.34,1,296.34,19.11,Cash,V.W.|880-4523,277.23,No,No,27,No,Rose / Sparkling Wine
663523,06-11-11,4:17:24 PM,D255/FE,24269,Reisling,Large Crate,154.65,1,154.65,5.17,Check,Z.T.|880-7477,149.48,No,Yes,45,No,Rose / Sparkling Wine
663523,06-11-11,4:17:24 PM,L217/SN,24276,Pinot Gris,Large Crate,763.15,1,763.15,16.22,Check,Z.T.|880-7477,746.93,No,Yes,45,No,Rose / Sparkling Wine
663561,06-11-11,12:00:04 PM,D255/FE,24397,Sauvignon Blanc,Loose Wrap,9629.91,4,38519.64,20.68,Cash,L.W.|880-4986,38498.96,No,No,45,No,Rose / Sparkling Wine
663570,06-11-11,10:55:48 AM,L195/AE,24546,Pinot Gris,Large Crate,361.45,1,361.45,3.09,Mastercard,S.V.|880-5987,358.36,No,No,39,No,Rose / Sparkling Wine
663600,06-11-11,11:11:06 AM,L196/AR,24741,Reisling,Loose Wrap,919.09,2,1838.18,8.9,Mastercard,S.Y.|880-3139,1829.28,No,No,39,No,Rose / Sparkling Wine
663612,06-11-11,2:01:12 PM,L256/PE,24770,Reisling,Large Crate,245.52,1,245.52,4.48,Mastercard,L.W.|880-4986,241.04,Yes,No,30,No,Rose / Sparkling Wine
663653,06-11-11,4:05:24 PM,L256/PE,24832,Pinot Gris,Standard Size Crate,25.1,1,25.1,4.48,Discover,N.C.|880-3850,20.62,No,No,44,No,Rose / Sparkling Wine
663694,06-11-11,10:19:48 AM,L195/AE,24912,Chardonnay,Extra Large Crate,4075.18,1,4075.18,3.09,Mastercard,C.X.|880-3590,4072.09,No,Yes,49,No,Rose / Sparkling Wine
663723,07-11-11,12:18:36 PM,D250/AT,25072,Reisling,Extra Large Crate,7144.04,2,14288.08,10.34,Visa,H.B.|880-3254,14277.74,Yes,No,37,No,Rose / Sparkling Wine
663756,07-11-11,5:04:12 PM,L195/AE,25108,Sauvignon Blanc,Large Crate,481.91,1,481.91,3.09,Cash,P.N.|880-3021,478.82,No,No,38,No,Rose / Sparkling Wine
663799,08-11-11,12:05:24 PM,D254/FE,25270,Sauvignon Blanc,Small Crate,3286.88,2,6573.76,10.34,Mastercard,N.C.|880-3850,6563.42,No,No,49,No,Rose / Sparkling Wine
663800,09-11-11,9:56:24 AM,D250/AT,25369,Chardonnay,Large Crate,438.33,1,438.33,5.17,Cash,Y.P.|880-6894,433.16,No,No,32,No,Rose / Sparkling Wine
663822,10-11-11,12:24:36 PM,L256/PE,25583,Chardonnay,Standard Size Crate,78.54,1,78.54,4.48,Visa,D.U.|880-2953,74.06,No,Yes,34,No,Rose / Sparkling Wine
663854,10-11-11,12:25:19 PM,D254/FE,25605,Chardonnay,Large Crate,679.63,2,1359.26,10.34,Cash,B.B.|880-9330,1348.92,No,No,48,No,Rose / Sparkling Wine
663889,10-11-11,3:59:24 PM,L195/AE,25701,Pinot Gris,Large Crate,157.72,2,315.44,6.18,Cash,V.W.|880-8599,309.26,No,No,43,No,Rose / Sparkling Wine
663919,10-11-11,9:55:05 AM,D255/FE,25774,Pinot Gris,Mini Crate,11015.82,1,11015.82,5.17,Visa,N.C.|880-3850,11010.65,No,No,43,No,Rose / Sparkling Wine
663919,10-11-11,9:55:05 AM,L252/LR,25976,Reisling,Large Crate,717.97,1,717.97,16.22,Visa,N.C.|880-3850,701.75,No,No,43,No,Rose / Sparkling Wine
663951,10-11-11,2:20:20 PM,L217/SN,26043,Pinot Gris,Large Crate,517.31,1,517.31,16.22,Visa,Z.T.|880-7477,501.09,No,No,41,No,Rose / Sparkling Wine
663971,10-11-11,3:26:49 PM,D255/FE,26147,Reisling,Large Crate,733.05,1,733.05,5.17,Mastercard,N.W.|880-6237,727.88,Yes,No,32,No,Rose / Sparkling Wine
663977,10-11-11,8:46:48 AM,D254/FE,26247,Sauvignon Blanc,Large Crate,3622.93,1,3622.93,5.17,Visa,Z.T.|880-7477,3617.76,No,Yes,46,No,Rose / Sparkling Wine
664005,11-11-11,2:55:19 PM,L195/AE,26398,Pinot Gris,Large Crate,432.64,2,865.28,6.18,Discover,H.B.|880-3254,859.1,No,No,30,No,Rose / Sparkling Wine
664006,11-11-11,4:44:24 PM,D250/AT,568,Pinot Gris,Loose Wrap,160.6,1,160.6,5.17,Mastercard,W.C.|880-4861,155.43,No,No,37,No,Rose / Sparkling Wine
664016,12-11-11,11:18:58 AM,D250/AT,1288,Sauvignon Blanc,Full Container,357.86,2,715.72,10.34,Discover,N.W.|880-6237,705.38,No,No,38,No,Rose / Sparkling Wine
664016,12-11-11,11:18:58 AM,L195/AE,2680,Sauvignon Blanc,Standard Size Crate,385.45,1,385.45,3.09,Discover,N.W.|880-6237,382.36,No,No,38,No,Rose / Sparkling Wine
664047,12-11-11,3:06:58 PM,D255/FE,2681,Reisling,Large Crate,595.19,1,595.19,5.17,Discover,W.C.|880-4861,590.02,No,No,43,No,Rose / Sparkling Wine
664082,12-11-11,4:13:48 PM,D199/SR,4487,Reisling,Loose Wrap,127.16,1,127.16,5.17,Cash,N.C.|880-3850,121.99,Yes,No,43,Yes,Rose / Sparkling Wine
664111,12-11-11,11:13:23 AM,D254/FE,18279,Chardonnay,Large Crate,518.24,1,518.24,5.17,Cash,N.C.|880-3850,513.07,No,No,35,No,Rose / Sparkling Wine
664126,13-11-11,1:39:43 PM,D254/FE,18304,Chardonnay,Loose Wrap,137.86,5,689.3,25.85,Cash,L.C.|880-6872,663.45,No,No,33,No,Rose / Sparkling Wine
664135,13-11-11,8:33:00 PM,D254/FE,18535,Reisling,Loose Wrap,246.78,2,493.56,10.34,Check,B.Y.|880-6845,483.22,Yes,Yes,48,No,Rose / Sparkling Wine
664158,13-11-11,9:10:48 AM,D254/FE,19711,Chardonnay,Large Crate,300.2,4,1200.8,20.68,Mastercard,Z.T.|880-7477,1180.12,No,No,30,No,Rose / Sparkling Wine
664200,14-11-11,12:49:12 PM,D254/FE,19997,Chardonnay,Large Crate,1491.45,1,1491.45,5.17,Cash,S.V.|880-5987,1486.28,No,No,60,No,Rose / Sparkling Wine
664203,14-11-11,3:40:48 PM,L256/PE,20786,Sauvignon Blanc,Standard Size Crate,164.05,1,164.05,4.48,Mastercard,U.O.|880-3720,159.57,No,No,35,No,Rose / Sparkling Wine
664218,14-11-11,10:00:36 AM,L256/PE,21638,Reisling,Large Crate,82.8,1,82.8,4.48,Visa,D.S.|880-7532,78.32,No,No,30,Yes,Rose / Sparkling Wine
664268,15-11-11,9:58:44 AM,D250/AT,22055,Reisling,Standard Size Crate,2247.04,3,6741.12,15.51,Visa,S.V.|880-5987,6725.61,No,Yes,31,No,Rose / Sparkling Wine
664303,15-11-11,7:51:36 PM,D254/FE,22269,Pinot Gris,Standard Size Crate,950.91,1,950.91,5.17,Mastercard,S.Y.|880-3139,945.74,No,No,31,Yes,Rose / Sparkling Wine
664322,16-11-11,8:48:29 AM,L256/PE,22303,Reisling,Large Crate,9375.35,1,9375.35,4.48,Mastercard,L.C.|880-6872,9370.87,No,No,37,No,Rose / Sparkling Wine
664322,16-11-11,8:48:29 AM,L194/FY,22304,Chardonnay,Standard Size Crate,2997.07,4,11988.28,33.48,Mastercard,L.C.|880-6872,11954.8,No,No,37,No,Rose / Sparkling Wine
664369,16-11-11,3:55:12 PM,D250/AT,22440,Pinot Gris,Extra Large Crate,36532.46,2,73064.92,10.34,Mastercard,D.Z.|880-1179,73054.58,No,No,32,No,Rose / Sparkling Wine
664388,17-11-11,2:50:31 PM,D254/FE,22636,Chardonnay,Mini Crate,48418.58,1,48418.58,5.17,Cash,S.Y.|880-3139,48413.41,No,No,46,Yes,Rose / Sparkling Wine
664415,17-11-11,4:27:58 PM,D254/FE,24013,Chardonnay,Large Crate,3713.93,3,11141.79,15.51,Mastercard,V.W.|880-4523,11126.28,No,No,66,No,Rose / Sparkling Wine
664436,17-11-11,12:12:00 PM,D255/FE,24613,Pinot Gris,Standard Size Crate,29.66,1,29.66,5.17,Visa,W.C.|880-4861,24.49,No,No,37,No,Rose / Sparkling Wine
664436,17-11-11,12:12:00 PM,L195/AE,26098,Chardonnay,Large Crate,337.34,1,337.34,3.09,Visa,W.C.|880-4861,334.25,No,No,37,No,Rose / Sparkling Wine
664478,17-11-11,1:00:36 PM,L195/AE,18319,Pinot Gris,Large Crate,3296.63,1,3296.63,3.09,Cash,S.Y.|880-3139,3293.54,No,No,29,No,Rose / Sparkling Wine
664520,18-11-11,3:58:12 PM,D254/FE,18862,Sauvignon Blanc,Extra Large Crate,3478.39,1,3478.39,5.17,Visa,N.W.|880-6237,3473.22,Yes,Yes,29,Yes,Rose / Sparkling Wine
664522,18-11-11,12:01:48 PM,L256/PE,19195,Reisling,Large Crate,3562.94,2,7125.88,8.96,Visa,D.W.|880-7199,7116.92,No,No,46,No,Rose / Sparkling Wine
664571,18-11-11,1:46:44 PM,D254/FE,19296,Chardonnay,Large Crate,1119.11,1,1119.11,5.17,Visa,S.Y.|880-3139,1113.94,No,No,38,No,Rose / Sparkling Wine
664571,18-11-11,1:46:44 PM,L256/PE,19431,Chardonnay,Large Crate,215.9,1,215.9,4.48,Visa,S.Y.|880-3139,211.42,No,No,38,No,Rose / Sparkling Wine
664616,19-11-11,2:12:36 PM,L195/AE,19620,Pinot Gris,Large Crate,1029.63,4,4118.52,12.36,Cash,V.W.|880-8599,4106.16,Yes,Yes,21,No,Rose / Sparkling Wine
664616,19-11-11,2:12:36 PM,D255/FE,20266,Sauvignon Blanc,Mini Crate,706.56,3,2119.68,15.51,Cash,V.W.|880-8599,2104.17,Yes,Yes,21,No,Rose / Sparkling Wine
664616,19-11-11,2:12:36 PM,D250/AT,20535,Sauvignon Blanc,Large Crate,1076.3,1,1076.3,5.17,Cash,V.W.|880-8599,1071.13,Yes,Yes,21,No,Rose / Sparkling Wine
664659,20-11-11,8:44:24 PM,D254/FE,22540,Chardonnay,Large Crate,2458.05,1,2458.05,5.17,Mastercard,C.X.|880-3590,2452.88,No,Yes,28,No,Rose / Sparkling Wine
664659,20-11-11,8:44:24 PM,D250/AT,23233,Reisling,Large Crate,178.85,1,178.85,5.17,Mastercard,C.X.|880-3590,173.68,No,Yes,28,No,Rose / Sparkling Wine
664707,21-11-11,3:26:24 PM,L256/PE,23687,Chardonnay,Large Crate,1181.67,2,2363.34,8.96,Discover,U.W.|880-9683,2354.38,No,No,21,No,Rose / Sparkling Wine
664731,21-11-11,12:49:12 PM,L194/FY,23878,Chardonnay,Large Crate,714.88,1,714.88,8.37,Visa,L.C.|880-6872,706.51,No,Yes,25,No,Rose / Sparkling Wine
664741,21-11-11,4:49:12 PM,L256/PE,24477,Pinot Gris,Mini Crate,18537.69,2,37075.38,8.96,Discover,S.Y.|880-3139,37066.42,No,No,50,No,Rose / Sparkling Wine
664756,21-11-11,6:16:12 PM,D198/LX,24756,Reisling,Large Crate,1444.4,1,1444.4,5.17,Mastercard,L.C.|880-6872,1439.23,No,No,49,No,Rose / Sparkling Wine
664782,21-11-11,11:51:47 AM,D254/FE,25586,Pinot Gris,Large Crate,77.25,3,231.75,15.51,Discover,C.X.|880-3590,216.24,No,No,66,No,Rose / Sparkling Wine
664782,21-11-11,11:51:47 AM,L256/PE,2269,Chardonnay,Standard Size Crate,175.11,1,175.11,4.48,Discover,C.X.|880-3590,170.63,No,No,66,No,Rose / Sparkling Wine
664787,22-11-11,11:55:37 AM,D254/FE,5884,Reisling,Extra Large Crate,250.78,4,1003.12,20.68,Visa,P.N.|880-3021,982.44,No,Yes,50,No,Rose / Sparkling Wine
664789,22-11-11,2:01:12 PM,D250/AT,18410,Reisling,Standard Size Crate,315.33,1,315.33,5.17,Mastercard,B.B.|880-9330,310.16,Yes,No,45,No,Rose / Sparkling Wine
664789,22-11-11,2:01:12 PM,D254/FE,18576,Chardonnay,Large Crate,100.96,1,100.96,5.17,Mastercard,B.B.|880-9330,95.79,Yes,No,45,No,Rose / Sparkling Wine
664807,22-11-11,5:46:12 PM,L195/AE,18657,Chardonnay,Extra Large Crate,2427.18,2,4854.36,6.18,Cash,D.Z.|880-1179,4848.18,No,No,50,Yes,Rose / Sparkling Wine
664856,22-11-11,9:18:00 AM,L197/FS,18960,Reisling,Standard Size Crate,12.2,2,24.4,5.04,Cash,D.W.|880-7199,19.36,No,No,39,Yes,Rose / Sparkling Wine
664884,22-11-11,11:17:56 AM,D198/LX,19223,Sauvignon Blanc,Mini Crate,3635.94,2,7271.88,10.34,Mastercard,U.W.|880-9683,7261.54,No,No,28,No,Rose / Sparkling Wine
664898,22-11-11,10:15:36 AM,L195/AE,19298,Pinot Gris,Large Crate,224.71,1,224.71,3.09,Visa,A.U.|880-2167,221.62,No,No,26,Yes,Rose / Sparkling Wine
664948,22-11-11,4:14:24 PM,L256/PE,19512,Reisling,Standard Size Crate,269.5,2,539,8.96,Cash,D.W.|880-7199,530.04,No,No,37,Yes,Rose / Sparkling Wine
664948,22-11-11,4:14:24 PM,L256/PE,19568,Pinot Gris,Large Crate,968.23,1,968.23,4.48,Cash,D.W.|880-7199,963.75,No,No,37,Yes,Rose / Sparkling Wine
664958,22-11-11,12:47:42 PM,L256/PE,19650,Pinot Gris,Extra Large Crate,8445.41,4,33781.64,17.92,Cash,B.X.|880-9149,33763.72,No,No,37,No,Rose / Sparkling Wine
664989,22-11-11,1:02:24 PM,D192/PN,19748,Reisling,Large Crate,492.26,2,984.52,10.34,Check,W.C.|880-4861,974.18,No,No,27,No,Rose / Sparkling Wine
664989,22-11-11,1:02:24 PM,D250/AT,19803,Reisling,Large Crate,190.91,1,190.91,5.17,Check,W.C.|880-4861,185.74,No,No,27,No,Rose / Sparkling Wine
665036,23-11-11,3:52:48 PM,D254/FE,20032,Pinot Gris,Large Crate,486.73,1,486.73,5.17,Visa,B.Y.|880-6845,481.56,No,Yes,34,No,Rose / Sparkling Wine
665052,23-11-11,10:32:24 AM,D255/FE,20149,Chardonnay,Large Crate,2043.69,2,4087.38,10.34,Mastercard,V.W.|880-4523,4077.04,Yes,No,33,No,Rose / Sparkling Wine
665100,23-11-11,3:52:48 PM,L256/PE,20629,Sauvignon Blanc,Standard Size Crate,755.57,2,1511.14,8.96,Visa,U.O.|880-3720,1502.18,No,No,11,No,Rose / Sparkling Wine
665111,23-11-11,12:53:24 PM,D250/AT,20998,Pinot Gris,Standard Size Crate,65.1,1,65.1,5.17,Discover,D.Z.|880-1179,59.93,Yes,Yes,36,Yes,Rose / Sparkling Wine
665119,24-11-11,7:00:00 PM,L195/AE,21202,Pinot Gris,Large Crate,6578.96,1,6578.96,3.09,Cash,N.C.|880-3850,6575.87,Yes,Yes,35,No,Rose / Sparkling Wine
665119,24-11-11,7:00:00 PM,D255/FE,21282,Reisling,Extra Large Crate,1404.09,2,2808.18,10.34,Cash,N.C.|880-3850,2797.84,Yes,Yes,35,No,Rose / Sparkling Wine
665161,24-11-11,2:38:24 PM,D255/FE,21316,Sauvignon Blanc,Large Crate,2875.35,2,5750.7,10.34,Check,P.N.|880-3021,5740.36,Yes,Yes,72,No,Rose / Sparkling Wine
665186,25-11-11,1:14:24 PM,L197/FS,21913,Pinot Gris,Large Crate,1952.56,2,3905.12,5.04,Visa,Z.T.|880-7477,3900.08,No,No,46,Yes,Rose / Sparkling Wine
665213,25-11-11,11:33:54 AM,L195/AE,22251,Chardonnay,Mini Crate,4542.65,1,4542.65,3.09,Discover,W.B.|880-9647,4539.56,No,No,43,No,Rose / Sparkling Wine
665255,26-11-11,4:23:24 PM,L256/PE,22329,Sauvignon Blanc,Standard Size Crate,125.97,2,251.94,8.96,Visa,V.W.|880-4523,242.98,Yes,No,31,No,Rose / Sparkling Wine
665264,26-11-11,2:11:24 PM,D250/AT,22529,Chardonnay,Full Container,321.29,2,642.58,10.34,Mastercard,P.N.|880-3021,632.24,No,No,35,No,Rose / Sparkling Wine
665295,26-11-11,2:12:07 PM,D250/AT,22611,Chardonnay,Full Container,291.64,1,291.64,5.17,Check,D.U.|880-2953,286.47,No,No,38,No,Rose / Sparkling Wine
665337,26-11-11,12:58:05 PM,L195/AE,23448,Reisling,Standard Size Crate,165.44,2,330.88,6.18,Discover,U.W.|880-9683,324.7,No,Yes,30,Yes,Rose / Sparkling Wine
665337,26-11-11,12:58:05 PM,L195/AE,24080,Pinot Gris,Large Crate,231.62,5,1158.1,15.45,Discover,U.W.|880-9683,1142.65,No,Yes,30,Yes,Rose / Sparkling Wine
665367,27-11-11,3:14:38 PM,L256/PE,24220,Sauvignon Blanc,Mini Crate,18712.97,1,18712.97,4.48,Check,N.C.|880-3850,18708.49,No,No,31,No,Rose / Sparkling Wine
665367,27-11-11,3:14:38 PM,L197/FS,24433,Chardonnay,Large Crate,1446.42,4,5785.68,10.08,Check,N.C.|880-3850,5775.6,No,No,31,No,Rose / Sparkling Wine
665379,27-11-11,9:33:54 AM,D254/FE,24682,Sauvignon Blanc,Large Crate,562.12,1,562.12,5.17,Cash,P.N.|880-3021,556.95,No,No,44,No,Rose / Sparkling Wine
665405,28-11-11,4:58:26 PM,L256/PE,25497,Reisling,Large Crate,812.79,1,812.79,4.48,Visa,Z.T.|880-7477,808.31,No,No,37,No,Rose / Sparkling Wine
665409,28-11-11,3:24:00 PM,D254/FE,25661,Reisling,Large Crate,945.99,1,945.99,5.17,Visa,A.U.|880-2167,940.82,No,No,33,No,Rose / Sparkling Wine
665449,28-11-11,11:48:04 AM,D250/AT,25946,Sauvignon Blanc,Large Crate,2062.06,1,2062.06,5.17,Mastercard,U.W.|880-9683,2056.89,No,No,43,No,Rose / Sparkling Wine
665449,28-11-11,11:48:04 AM,L217/SN,26028,Chardonnay,Standard Size Crate,452.46,2,904.92,32.44,Mastercard,U.W.|880-9683,872.48,No,No,43,No,Rose / Sparkling Wine
665488,28-11-11,2:26:46 PM,L195/AE,443,Reisling,Large Crate,388.46,1,388.46,3.09,Mastercard,A.U.|880-2167,385.37,Yes,No,43,Yes,Rose / Sparkling Wine
665519,28-11-11,4:07:12 PM,L256/PE,914,Sauvignon Blanc,Large Crate,824.5,1,824.5,4.48,Cash,S.V.|880-5987,820.02,No,No,38,No,Rose / Sparkling Wine
665520,29-11-11,8:40:48 PM,L256/PE,5164,Sauvignon Blanc,Large Crate,1850.18,4,7400.72,17.92,Visa,U.W.|880-9683,7382.8,No,No,69,Yes,Rose / Sparkling Wine
665569,29-11-11,3:54:36 PM,D250/AT,18355,Pinot Gris,Standard Size Crate,84.76,4,339.04,20.68,Gift Card,S.V.|880-5987,318.36,No,No,40,Yes,Rose / Sparkling Wine
665605,29-11-11,10:00:50 AM,L195/AE,18417,Pinot Gris,Large Crate,1019.6,4,4078.4,12.36,Check,Z.T.|880-7477,4066.04,No,No,40,Yes,Rose / Sparkling Wine
665621,29-11-11,1:23:35 PM,D254/FE,18559,Sauvignon Blanc,Large Crate,40.29,2,80.58,10.34,Cash,U.O.|880-3720,70.24,No,No,34,Yes,Rose / Sparkling Wine
665647,29-11-11,4:55:34 PM,L195/AE,19613,Reisling,Standard Size Crate,16.82,1,16.82,3.09,Visa,V.W.|880-8599,13.73,No,No,27,No,Rose / Sparkling Wine
665658,29-11-11,11:40:05 AM,L256/PE,20140,Chardonnay,Large Crate,412.05,4,1648.2,17.92,Mastercard,Y.P.|880-6894,1630.28,No,No,36,Yes,Rose / Sparkling Wine
665658,29-11-11,11:40:05 AM,D254/FE,20159,Pinot Gris,Standard Size Crate,21.5,1,21.5,5.17,Mastercard,Y.P.|880-6894,16.33,No,No,36,Yes,Rose / Sparkling Wine
665663,29-11-11,8:09:00 PM,L217/SN,21154,Reisling,Standard Size Crate,141.29,1,141.29,16.22,Visa,D.U.|880-2953,125.07,No,No,40,No,Rose / Sparkling Wine
665711,29-11-11,1:22:59 PM,D255/FE,21402,Pinot Gris,Large Crate,129.73,1,129.73,5.17,Cash,D.U.|880-2953,124.56,No,No,32,No,Rose / Sparkling Wine
665724,30-11-11,11:36:00 AM,D255/FE,21462,Chardonnay,Large Crate,818.49,1,818.49,5.17,Visa,Z.Q.|880-4240,813.32,Yes,Yes,20,No,Rose / Sparkling Wine
665727,30-11-11,11:07:12 AM,D254/FE,21746,Reisling,Extra Large Crate,2009.5,1,2009.5,5.17,Mastercard,D.U.|880-2953,2004.33,No,No,27,No,Rose / Sparkling Wine
665727,30-11-11,11:07:12 AM,D255/FE,22069,Chardonnay,Standard Size Crate,631.51,1,631.51,5.17,Mastercard,D.U.|880-2953,626.34,No,No,27,No,Rose / Sparkling Wine
665727,30-11-11,11:07:12 AM,D255/FE,22951,Chardonnay,Large Crate,1317.49,1,1317.49,5.17,Mastercard,D.U.|880-2953,1312.32,No,No,27,No,Rose / Sparkling Wine
665765,01-12-11,9:33:22 AM,L195/AE,23557,Sauvignon Blanc,Large Crate,1733.21,2,3466.42,6.18,Visa,U.O.|880-3720,3460.24,No,No,36,Yes,Rose / Sparkling Wine
665815,01-12-11,11:19:37 AM,D199/SR,24171,Sauvignon Blanc,Large Crate,100.59,1,100.59,5.17,Mastercard,V.W.|880-8599,95.42,No,No,61,No,Rose / Sparkling Wine
665815,01-12-11,11:19:37 AM,L195/AE,24463,Chardonnay,Standard Size Crate,19.54,4,78.16,12.36,Mastercard,V.W.|880-8599,65.8,No,No,61,No,Rose / Sparkling Wine
665840,01-12-11,3:49:12 PM,L195/AE,24755,Pinot Gris,Large Crate,336.66,1,336.66,3.09,Discover,A.U.|880-2167,333.57,No,No,30,No,Rose / Sparkling Wine
665840,01-12-11,3:49:12 PM,D218/FN,24926,Reisling,Large Crate,2361.02,2,4722.04,10.34,Discover,A.U.|880-2167,4711.7,No,No,30,No,Rose / Sparkling Wine
665857,01-12-11,11:08:49 AM,D255/FE,24958,Reisling,Large Crate,579.55,1,579.55,5.17,Cash,B.X.|880-9149,574.38,Yes,No,20,No,Rose / Sparkling Wine
665902,01-12-11,1:06:29 PM,D255/FE,25242,Pinot Gris,Large Crate,769.6,2,1539.2,10.34,Cash,S.Y.|880-3139,1528.86,No,No,32,No,Rose / Sparkling Wine
665932,02-12-11,1:07:12 PM,L252/LR,25558,Sauvignon Blanc,Large Crate,427.19,1,427.19,16.22,Visa,B.B.|880-9330,410.97,No,No,37,No,Rose / Sparkling Wine
665961,02-12-11,12:33:00 PM,D254/FE,25572,Pinot Gris,Large Crate,219.75,2,439.5,10.34,Visa,B.B.|880-9330,429.16,No,Yes,43,No,Rose / Sparkling Wine
665977,02-12-11,1:17:24 PM,D198/LX,25847,Reisling,Large Crate,42.24,1,42.24,5.17,Visa,D.U.|880-2953,37.07,No,No,37,No,Rose / Sparkling Wine
666002,03-12-11,1:59:24 PM,D254/FE,462,Chardonnay,Extra Large Crate,1523.01,1,1523.01,5.17,Visa,D.W.|880-7199,1517.84,Yes,Yes,36,No,Rose / Sparkling Wine
666047,03-12-11,10:55:34 AM,L256/PE,19505,Sauvignon Blanc,Large Crate,642.29,1,642.29,4.48,Cash,D.W.|880-7199,637.81,No,No,16,No,Rose / Sparkling Wine
666086,03-12-11,4:54:00 PM,L195/AE,19638,Sauvignon Blanc,Extra Large Crate,1800.55,1,1800.55,3.09,Cash,W.B.|880-9647,1797.46,No,No,53,No,Rose / Sparkling Wine
666094,03-12-11,1:42:00 PM,L195/AE,19865,Pinot Gris,Small Crate,712.7,4,2850.8,12.36,Mastercard,B.B.|880-9330,2838.44,No,No,32,Yes,Rose / Sparkling Wine
666100,03-12-11,3:39:36 PM,L194/FY,20196,Sauvignon Blanc,Mini Crate,6914.05,2,13828.1,16.74,Cash,H.B.|880-3254,13811.36,No,No,38,No,Rose / Sparkling Wine
666110,03-12-11,10:28:48 AM,D250/AT,21081,Reisling,Loose Wrap,490.34,2,980.68,10.34,Gift Card,N.C.|880-3850,970.34,No,Yes,34,No,Rose / Sparkling Wine
666116,03-12-11,1:44:02 PM,L195/AE,21468,Chardonnay,Large Crate,304.79,3,914.37,9.27,Discover,P.N.|880-3021,905.1,No,No,47,Yes,Rose / Sparkling Wine
666137,04-12-11,1:08:24 PM,D255/FE,21715,Reisling,Large Crate,206.73,1,206.73,5.17,Mastercard,U.O.|880-3720,201.56,No,No,36,No,Rose / Sparkling Wine
666187,04-12-11,1:56:46 PM,D254/FE,21960,Reisling,Standard Size Crate,88.83,3,266.49,15.51,Visa,H.B.|880-3254,250.98,No,No,36,No,Rose / Sparkling Wine
666187,04-12-11,1:56:46 PM,D254/FE,22114,Sauvignon Blanc,Standard Size Crate,277.07,1,277.07,5.17,Visa,H.B.|880-3254,271.9,No,No,36,No,Rose / Sparkling Wine
666232,04-12-11,5:35:24 PM,D250/AT,22124,Chardonnay,Standard Size Crate,517.2,4,2068.8,20.68,Mastercard,D.Z.|880-1179,2048.12,No,No,27,No,Rose / Sparkling Wine
666232,04-12-11,5:35:24 PM,L195/AE,22163,Reisling,Large Crate,2839.28,3,8517.84,9.27,Mastercard,D.Z.|880-1179,8508.57,No,No,27,No,Rose / Sparkling Wine
666232,04-12-11,5:35:24 PM,D250/AT,22224,Reisling,Large Crate,486.63,1,486.63,5.17,Mastercard,D.Z.|880-1179,481.46,No,No,27,No,Rose / Sparkling Wine
666245,04-12-11,3:30:00 PM,D250/AT,22802,Reisling,Standard Size Crate,1585.75,2,3171.5,10.34,Discover,A.U.|880-2167,3161.16,No,No,26,No,Rose / Sparkling Wine
666294,05-12-11,8:54:00 PM,L252/LR,22852,Sauvignon Blanc,Standard Size Crate,824.77,4,3299.08,64.88,Mastercard,Y.P.|880-6894,3234.2,No,No,39,No,Rose / Sparkling Wine
666344,05-12-11,2:33:00 PM,L195/AE,22881,Reisling,Large Crate,959.07,1,959.07,3.09,Cash,U.W.|880-9683,955.98,No,No,35,Yes,Rose / Sparkling Wine
666381,06-12-11,12:06:00 PM,D255/FE,23007,Sauvignon Blanc,Large Crate,424,3,1272,15.51,Check,P.N.|880-3021,1256.49,No,No,43,No,Rose / Sparkling Wine
